CNPJ_Fundo;Data_Referencia;Versao;Numero_Processo;Juizo;Instancia;Data_Instauracao;Valor_Causa;Partes_Processo;Chance_Perda;Principais_Fatos;Analise_Impacto_Perda
01.235.622/0001-61;2020-12-01;1;00056802820148190209;2 VC-BT;1ª Instância;2014-02-24;1873200;OPP FUNDO X A!BODYTECH PARTICIPAÇÕES S.A;REMOTA;Revisional de aluguel das lojas 119 e 120 121 e 122, do Bloco 07. A. das Américas, Condomínio Cittá América para majorar o aluguel para R$ 360.000,00.;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;0011209-06.2014.8.07.0001;OITAVA VARA CÍVEL DE BRASÍLIA;1ª Instância;2014-03-31;99800;CRISTIANO CURADO GUEDES e IONE PEIXOTO GUEDES X BANCO OPPORTUNITY S.A. e  JFE 2 EMPREENDIMENTOS IMOBILIARIOS LTDA;PROVÁVEL;Lucros cessantes e danos morais.;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;0011972-07.2014.8.07.0001;VIGÉSIMA QUARTA VARA CÍVEL DE BRASÍLIA;1ª Instância;2014-04-04;222082.41;ITALO TELLES E VASCONCELOS  X  BANCO OPPORTUNITY S.A. e  JFE 2 EMPREENDIMENTOS IMOBILIARIOS LTDA;PROVÁVEL;Rescisão contratual lucros cessantes;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;0011908-94.2014.8.07.0001;PRIMEIRA VARA CÍVEL DE BRASÍLIA;1ª Instância;2014-04-04;49500;LEONARDO CESAR MENDES REIS X  BANCO OPPORTUNITY S.A. e JFE 2 EMPREENDIMENTOS IMOBILIARIOS LTDA;POSSÍVEL;Antecipação dos efeitos da tutela entrega do imóvel e da carte de habite-se lucros cessantes danos morais pagamento em dobro do valor referente a corretagem;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;00169953120148070001;15ª VC;1ª Instância;2014-04-30;0;FLÁVIO RODRIGUES CALIL DAHER X OPP FUNDO;POSSÍVEL;Rescisão da promessa de compra e venda das unidades 313/614 e 1.618;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;01602458920148190001;12 VC-RJ;1ª Instância;2014-05-05;10575;FRANCISCO DOS SANTOS MOREIRA E MARIZE ABRANTES X OPP FUNDO;REMOTA;Restituição em dobro dos valores pagos a título de comissão de corretagem no valor de R$ 10.575,00 por ocasião da aquisição da unidade 202, Bloco 2. Bella Tijuca, situada na Barão de Mesquita, 164;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;00211051020134025101;26 VF-RJ;1ª Instância;2014-05-16;2531927.3;OPP FUNDO X INPI - Instituto Nacional de Propriedade Intelectual;POSSÍVEL;Execução dos aluguéis pagos em valor infeior ao pactuado no contrato de locação.;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;0020880-53.2014.8.07.0001;VIGÉSIMA QUARTA VARA CÍVEL DE BRASÍLIA;1ª Instância;2014-06-10;153243.81;ANDRE LUIZ DIAS DE OLIVEIRAX JFE EMPREENDIMENTOS IMOBILIARIOS LTDA e  BANCO OPORTUNITY S.A.;POSSÍVEL;Antecipação dos efeitos da tutela entrega imediata do imóvel lucros cessantes danos morais devolução integral dos valores pagos injustamente pelo autor.;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;04/373.376/2014;Gerência de Recadastramento e Atualização Cadastral (CIP-5);1ª Instância;2014-06-12;0;Opportunity Fundo de InvestimentoXMunicípio do Rio de Janeiro;REMOTA;Trata-se de Inclusão Predial e legalização de modificação dos imóveis localizados na Rua Barão de Mesquita, nº 164, Tijuca, de acordo com a Certidão de Habite-se concedido em agosto de 2014.;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;0021506-72.2014.8.07.0001;DECIMA SEGUNDA VARA CIVEL DE BRASILIA;1ª Instância;2014-06-13;280000;RENATA GRACIOSO BORGESX BANCO OPPORTUNITY DE INVESTIMENTO S.A.;PROVÁVEL;Antecipação dos efeitos da tutela rescisão contratual devolução integral dos valores pagos e danos morais.;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;0027461-84.2014.8.07.0001;VIGÉSIMA VARA CÍVEL DE BRASÍLIA;1ª Instância;2014-07-30;29124.32;ELVENILA DE LIMA E SILVA MACEDO X  BANCO OPPORTUNITY S.A. e  JOAO FORTES EMPREENDIMENTOS IMOBILIARIOS LTDA;POSSÍVEL;Lucros Cessantes e Multa.;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;0029381-93.2014.8.07.0001;PRIMEIRA VARA CÍVEL DE BRASÍLIA;1ª Instância;2014-08-13;206151.76;LINDA MANSUR MENDES X  BANCO OPPORTUNITY SA e JFE 2 EMPREENDIMENTOS IMOBILIARIOS LTDA;POSSÍVEL;Rescisão contratual com a devolução dos valores pagos e indenização por lucros cessantes.;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;0030188-16.2014.8.07.0001;DECIMA VARA CIVEL DE BRASILIA;1ª Instância;2014-08-19;222028.9;BERNARDO LUIZ BRAGA COELHO JUNIOR X  BANCO OPPORTUNITY S.A. e JFE 2 EMPREENDIMENTOS IMOBILIARIOS LTDA;PROVÁVEL;Restituição dos Valores Pagos, Rescisão Contratual e Lucros Cessantes.;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;0031102-80.2014.8.07.0001;OITAVA VARA CÍVEL DE BRASÍLIA;1ª Instância;2014-08-25;40000;LUCIANO MADURO ALVES DE LIMA X  BANCO OPPORTUNITY S.A. e  JFE2 EMPREENDIMENTOS IMOBILIARIOS LTDA;PROVÁVEL;Lucros cessantes;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;00439414020148070001;15ª VC;1ª Instância;2014-09-05;177844.07;GUSTAVO SILVEIRA LEÃO X OPP FUNDO;POSSÍVEL;Ação de rescisão contratual com pedido de nulidade de cláusulas contratuais e restituição da importância de R$ 177.828,67. Restiuição de R$ 15.40,00 referente aos lucros cessantes de sete meses de aluguel danos morais no valor de R$ 10.000,00.;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;07026593320148070016;I JEC;1ª Instância;2014-09-16;28960;LUIS OLÍVIO MANSO DE BARROS X OPP FUNDO;POSSÍVEL;Restituição, em dobro, dos valores pagos a título de comissão de corretagem;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;0702659-33.2014.8.07.0016;1º Juizado Especial Cível de Brasília;1ª Instância;2014-09-16;28960;LUIS OLIVIO MANSO DE BARROS e ALESSANDRA ZAK CALVARIO BARROS  X BANCO OPPORTUNITY DE INVESTIMENTO S.A. e JFE 21 EMPREENDIMENTOS IMOBILIARIOS LTDA e LPS BRASILIA CONSULTORIA DE IMOVEIS LTDA;PROVÁVEL;Autor requer a restituição, em dobro, do valor pago a título de taxa de Corretagem;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;00049713420158070001;24ª VC;1ª Instância;2014-09-20;197067.37;LINA AREDES COUTINHO X OPP FUNDO;POSSÍVEL;Rescisão de contrato com pedido de restituição dos valores pagos, inclusive comissão de corretagem e multa contratual.;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;0038797-85.2014.8.07.0001;VIGÉSIMA SEGUNDA VARA CÍVEL DE BRASÍLIA;1ª Instância;2014-10-14;90000;FLAVIO NOGUEIRA DA GAMA CORDEIRO X  BANCO OPPORTUNITY S.A. e  OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIARIO e JFE 2 EMPREENDIMENTOS IMOBILIARIOS LTDA e JOAO FORTES ENGENHARIA SA;POSSÍVEL;Lucros Cessantes.;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;0403966-10.2014.8.19.0001;44ª VC;1ª Instância;2014-11-04;195827.14;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO X Stussi Neves Advogados;REMOTA;Execução de Título Extrajudicial;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;04124553620148190001;Vara de Resgistros Públicos;1ª Instância;2014-11-11;0;CARTÓRIO DO 9º OFÍCIO DE REGISTRO DE IMÓVEIS X OPP FUNDO;POSSÍVEL;Dúvida quantos às exigências formuladas pelo 9º RGI quando da averbação da dação em pagamento.;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;00450993320148070001;5ª VC;1ª Instância;2014-11-14;158184.44;JOMAR MIRANDA RODRIGUES X OPP FUNDO;POSSÍVEL;Rescisão de contrato com pedido de devolução das parcelas pagas no montante de R$ 144.584,44 devolução do sinal, R$ 24.967,25, em dobro e mais os alugueis mensais no valor de R$ 1.700,00 subsidiariamente, a condenação das rés ao pagamento dos aluguéis desde 30.09.14 até a data da rescisão, cumulado com multa moratória pelo inadimplemento danos materiais no valor de R$ 5.000,00 eventualmente, a fixação da multa contratual no percentual de 10% sobre o valor pago;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;00466591020148070001;9ª VC;1ª Instância;2014-11-25;0;RAMIRO ROCHA DE OLIVEIRA X OPP FUNDO;POSSÍVEL;Rescisão de contrato com pedido de restituição dos valores pagos, inclusive comissão de corretagem. Unidade 111-A Due Capri.;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;0511384-07.2014.8.19.0001;12ª Vara de Fazenda Publica da Comarca da Capital do TJ/RJ;1ª Instância;2014-12-19;4494471.49;Banco Opportunity S/A X Município do Rio de Janeiro;POSSÍVEL;Trata-se de ação ordinária que visa: (i)  sejam declarados nulos os lançamentos tributários de IPTU referentes aos exercícios de 2007 a 2014 incidentes sobre o imóvel do autor e em relação aos exercícios anteriores a propositura de medida cautelar de produção antecipada de provas nº 0102975-54.2007.8.19.0001 (ii)  seja determinado a retificação dos referidos lançamentos para apontar o valor correto do imposto de todos os exercícios financeiros ainda em cobrança administrativa ou judicial de acordo com o laudo pericial produzido na ação cautelar de produção antecipada de provas n° 0102975-54.2007.8.19.0001 (iii)  seja considerado o valor efetivamente devido a título de IPTU incidente sobre os imóveis do autor nos exercícios de 2007 a 2014 e os pagamentos já efetuados nesses mesmos períodos, declarar inexistente qualquer dívida de IPTU sobre esses imóveis em relação a esses exercícios e em relação aos exercícios anteriores a propositura de medida cautelar de produção antecipada de provas nº 0102975-54.2007.8.19.0001 (iv)  condenar o Município a restituir o valor de R$ 2.316.614,26, pago a maior a título de IPTU nos exercícios de 2007 a 2014, acrescidos de correção monetária e juros de mora na forma da lei, sem prejuízo de outros valores que sejam apurados como passíveis de restituição no curso do processo ou mediante liquidação ou arbitramento.;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;0511339-03.2014.8.19.0001;12ª Vara de Fazenda Publica da Comarca da Capital do TJ/RJ;1ª Instância;2014-12-19;4414045.7;Banco Opportunity S/A X Município do Rio de Janeiro;POSSÍVEL;Trata-se de ação ordinária que visa a obtenção de isenção de IPTU a partir de 2000 para o imóvel situado à Rua Barão de Mesquita, nº 164, Tijuca, Rio de Janeiro, inscrição imobiliária 3139651-8 (antiga 0145429-7), em razão do tombamento efetuado pelo Estado do Rio de Janeiro, através da Lei nº 3.317/99, e pelo Município do Rio de Janeiro, por meio do Decreto nº 19.342/2000.;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;0051390-49.2014.8.07.0001;VIGÉSIMA SEGUNDA VARA CÍVEL DE BRASÍLIA;1ª Instância;2014-12-19;239289.84;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIARIO e JFE 22 EMPREENDIMENTOS IMOBILIARIOS LTDA e  JOAO FORTES ENGENHARIA X  FABRICIO TORTURRO DE MORAES;PROVÁVEL;O Autor Requer A recisão contratual A restituição a integralidade dos valores pagos Lucros cessantes.;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;00354369020158190001;7 VFAZ- RJ;1ª Instância;2015-02-04;0;MUNICÍPIO DO RIO DE JANEIRO X OPP FUNDO;POSSÍVEL;Desapropriação do imóvel situado na Rua da Carioca nº 39, tendo por fundamento o risco de despejo do restaurante (Culinária Alemã), objetivando manter a atividade econômica desenvolvida no local.;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;04/550.130/2015;Preferitura do Rio de Janeiro;1ª Instância;2015-02-04;0;MUNICÍPIO DO RIO DE JANEIRO X OPP FUNDO;POSSÍVEL;Desapropriação do imóvel situado na Rua da Carioca nº 39, tendo por fundamento o risco de despejo do restaurante (Culinária Alemã), objetivando manter a atividade econômica desenvolvida no local.;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;00049826320158070001;3ª VC;1ª Instância;2015-02-19;412000;JOSÉ LEÔNCIO NOGUEIRA JR. X OPP FUNDO;POSSÍVEL;Rescisão do contrato de compra e venda com a restituição dos valores pagos (R$ 440.971,07) devolução das arras (R$ 40.099,18) Danos morais (R$ 5.000,00) Lucros cessantes (R$ 27.500,00) Multa rescisória (R$ 87.987,02) Tutela antecipada para suspender eventual cobrança de condomínio e cotas condominiais.;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;00075530720158070001;9ª VC;1ª Instância;2015-03-11;0;LUIZA MARIA MORAES DE OLIVEIRA X OPP FUNDO E JFE22;POSSÍVEL;Rescisão contratual c/c restituição de quantias pagas, em dobro, tanto em relação à comissão de corretagem, quanto em relação aos valores pagos a título de financiamento. Multa penal equivalente a 10%. Inversão da cláusula 6.9.;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;0008071-94.2015.8.07.0001;PRIMEIRA VARA CÍVEL DE BRASÍLIA;1ª Instância;2015-03-16;74250;VANESSA DE SOUZA VELOSO BECKENKAMP e  ERITON ORLANDO DE OLIVEIRA BECKENKAMP X JFE 2 EMPREENDIMENTOS IMOBILIARIOS LTDA e  BANCO OPPORTUNITY S.A. e JOAO FORTES ENGENHARIA SA;POSSÍVEL;Restituição dos Valores Pagos, Multa, Lucros Cessantes e Danos Morais.;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;0007231-78.2015.8.07.0003;PRIMEIRA VARA CÍVEL DE CEILÂNDIA;1ª Instância;2015-03-18;0;JFE 22 EMPREENDIMENTOS IMOBILIARIOS LTDA e LPS BRASILIA CONSULTORIA DE IMOVEIS LTDA X CARLOS RAFAEL DE ARAUJO BEZERRA;PROVÁVEL;O Autor requer: Rescisão Restituição dos valores pagos a título de comissão e corretagem.;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;00087405020158070001;17ª VC;1ª Instância;2015-03-20;558688.73;OPP FUNDO E JFE21 X KAREN VASCONCELOS FERREIRA;POSSÍVEL;Devolução da integralidade dos valores pagos incluindo a comissão de corretagem.;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;0093743-37.2015.8.19.0001;14ª Vara Cível da Capital/RJ;1ª Instância;2015-03-25;60000;Elaine Lima de Miranda X OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIARIO e BALASSIANO ENGENHARIA LTDA.;POSSÍVEL;Trata-se de ação de cobrança requerendo a restituição das cotas condominiais desde dezembro de 2013 até março de 2015, bem como lucros cessantes e danos morais, referente ao empreendimento Stilo Tijuca Residence.;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;0009695-81.2015.8.07.0001;DÉCIMA TERCEIRA VARA CÍVEL DE BRASÍLIA;1ª Instância;2015-03-27;0;EDMILSON RODRIGUES XAVIER X  BANCO OPPORTUNITY S.A. e JFE 2 EMPREENDIMENTOS IMOBILIARIOS LTDA e  H PLUS ADMINISTRACAO E HOTELARIA LTDA;POSSÍVEL;Rescisão Contratual, Restituição dos Valores Pagos, Corretagem, Lucros Cessantes e Multa.;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;0116184-12.2015.8.19.0001;48ª Vara Cível da Capital/RJ;1ª Instância;2015-03-31;640;Elaine Lima de Miranda X OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIARIO e BALASSIANO ENGENHARIA LTDA.;REMOTA;Trata-se de ação de cobrança requerendo a restituição dos valores pagos a título de "ligações definitivas", referentes ao empreendimento Stilo Tijuca Residence.;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;0114835-71.2015.8.19.0001;45ª Vara Cível da Capital/RJ;1ª Instância;2015-03-31;8627.28;Guilherme Corrêa Sá X OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIARIO e BALASSIANO ENGENHARIA LTDA.;POSSÍVEL;Trata-se de ação de cobrança requerendo a restituição dos valores pagos a título de "ligações definitivas", referentes ao empreendimento Stilo Tijuca Residence.;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;0114591-45.2015.8.19.0001;12ª Vara Cível da Capital/RJ;1ª Instância;2015-03-31;8627.28;João Hugo da Rocha e Raimunda Batalha da Rocha X OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIARIO e BALASSIANO ENGENHARIA LTDA.;POSSÍVEL;Trata-se de ação de cobrança requerendo a restituição dos valores pagos a título de "ligações definitivas", referentes ao empreendimento Stilo Tijuca Residence.;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;0114662-47.2015.8.19.0001;14ª Vara Cível da Capital/RJ;1ª Instância;2015-03-31;8627.28;Emília Valinho Ferreira X OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIARIO e BALASSIANO ENGENHARIA LTDA.;POSSÍVEL;Trata-se de ação de cobrança requerendo a restituição dos valores pagos a título de "ligações definitivas", referentes ao empreendimento Stilo Tijuca Residence.;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;0010419-85.2015.8.07.0001;QUARTA VARA CÍVEL DE BRASÍLIA;1ª Instância;2015-03-31;409279.5;OZIAS DE CASTRO JUNIOR X  JFE 2 EMPREENDIMENTOS IMOBILIARIOS LTDA e  JOAO FORTES ENGENHARIA S.A. e BANCO OPORTUNITY S.A.;POSSÍVEL;Rescisão Contratual, Restituição dos Valores Pagos, Corretagem, Multa, Lucros Cessantes.;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;0006654-09.2015.8.07.0001;VIGÉSIMA QUINTA VARA CÍVEL DE BRASÍLIA;1ª Instância;2015-04-03;170998.23;GUSTAVO DE SOUZA FOSSE e  PRISCILA COSTA DE SOUZA X  BANCO OPPORTUNITY S.A. e  JFE2 EMPREENDIMENTOS IMOBILIARIOS LTDA;POSSÍVEL;Rescisão Contratual, Restituição dos Valores Pagos, Corretagem e Lucros Cessantes e Multa.;Perda dos valores relacionados
01.235.622/0001-61;2020-12-01;1;0134299.81.2015.8.19.0001;13ª Vara Cível da Capital/RJ;1ª Instância;2015-04-07;0;Solange de Mello Mattos X OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIARIO e BALASSIANO ENGENHARIA LTDA.;REMOTA;Trata-se de ação de cobrança requerendo a restituição dos valores pagos a título de "ligações definitivas", referentes ao empreendimento Stilo Tijuca Residence.;Perda dos valores relacionados
